customer_index,predicted_probability,risk_band,decision_at_0_30,actual_default
13793,0.094087675,0–10%,0,0
6514,0.269961,20–30%,0,1
9200,0.12821741,10–20%,0,0
7562,0.13746706,10–20%,0,0
27672,0.14332463,10–20%,0,0
10142,0.7737878,70–80%,1,0
24096,0.24029876,20–30%,0,0
27641,0.1814552,10–20%,0,0
11722,0.03616356,0–10%,0,0
13979,0.14927325,10–20%,0,1
24192,0.5928745,50–60%,1,1
17758,0.6620238,60–70%,1,1
26789,0.23437712,20–30%,0,0
27370,0.08999594,0–10%,0,0
19343,0.66570246,60–70%,1,0
19757,0.2350063,20–30%,0,0
2091,0.37855515,30–40%,1,0
90,0.7575542,70–80%,1,1
15089,0.09621662,0–10%,0,0
17495,0.12519442,10–20%,0,0
21812,0.23171219,20–30%,0,0
1024,0.06618405,0–10%,0,0
2593,0.072687805,0–10%,0,0
1384,0.10064253,10–20%,0,0
5531,0.22845112,20–30%,0,0
5968,0.071069956,0–10%,0,0
18191,0.1507217,10–20%,0,0
23505,0.5637081,50–60%,1,1
5011,0.1583363,10–20%,0,1
8632,0.5387904,50–60%,1,0
2170,0.08210585,0–10%,0,0
309,0.0721,0–10%,0,0
10164,0.09792103,0–10%,0,1
15142,0.12220012,10–20%,0,0
22880,0.6455273,60–70%,1,0
14354,0.38503152,30–40%,1,1
21600,0.13014804,10–20%,0,1
7938,0.11610571,10–20%,0,0
27189,0.25758928,20–30%,0,1
17061,0.6237207,60–70%,1,0
25995,0.7447802,70–80%,1,1
29514,0.1349628,10–20%,0,0
13362,0.15263234,10–20%,0,0
17120,0.19763032,10–20%,0,0
17588,0.1964875,10–20%,0,0
4914,0.6716208,60–70%,1,0
6341,0.6920557,60–70%,1,0
11644,0.15164213,10–20%,0,0
24477,0.05844157,0–10%,0,0
15143,0.044701494,0–10%,0,0
27948,0.057893068,0–10%,0,0
20010,0.20789514,20–30%,0,1
8149,0.08790113,0–10%,0,0
3298,0.2667009,20–30%,0,1
4719,0.70628846,70–80%,1,0
11658,0.65076673,60–70%,1,1
11166,0.51907086,50–60%,1,0
18974,0.044188518,0–10%,0,0
8583,0.13359632,10–20%,0,0
8947,0.22597623,20–30%,0,1
22434,0.14435413,10–20%,0,0
29134,0.087536335,0–10%,0,0
9873,0.12362376,10–20%,0,0
6129,0.7287946,70–80%,1,1
10490,0.43500024,40–50%,1,0
20501,0.10885777,10–20%,0,0
22372,0.055458672,0–10%,0,0
27302,0.1530164,10–20%,0,0
18211,0.09531928,0–10%,0,0
4337,0.08007134,0–10%,0,0
27342,0.068257414,0–10%,0,0
8999,0.17113994,10–20%,0,0
12594,0.12348096,10–20%,0,0
7094,0.17661384,10–20%,0,1
9012,0.59657675,50–60%,1,0
21750,0.09405366,0–10%,0,0
15976,0.31827784,30–40%,1,1
25914,0.18153183,10–20%,0,0
673,0.8819705,80–90%,1,1
5516,0.58082056,50–60%,1,0
23451,0.4789012,40–50%,1,0
29084,0.35965532,30–40%,1,1
25592,0.047002744,0–10%,0,0
4510,0.3273667,30–40%,1,0
8206,0.14718914,10–20%,0,0
11076,0.06586685,0–10%,0,0
8055,0.12236145,10–20%,0,1
13025,0.06683372,0–10%,0,0
798,0.7896545,70–80%,1,0
18268,0.28244537,20–30%,0,0
387,0.30930328,30–40%,1,1
17646,0.22490892,20–30%,0,0
20,0.090095475,0–10%,0,0
22002,0.05469593,0–10%,0,0
15425,0.1311957,10–20%,0,0
18305,0.17564008,10–20%,0,0
15683,0.42736667,40–50%,1,0
18269,0.049917363,0–10%,0,0
22070,0.11516777,10–20%,0,0
12246,0.12958714,10–20%,0,0
17192,0.042008154,0–10%,0,0
238,0.112174846,10–20%,0,1
27934,0.07625136,0–10%,0,0
1168,0.20278654,20–30%,0,0
23402,0.15583508,10–20%,0,0
8066,0.0696282,0–10%,0,0
28574,0.13190857,10–20%,0,0
13138,0.11044088,10–20%,0,0
25075,0.06210444,0–10%,0,0
20059,0.05025249,0–10%,0,0
28357,0.13562314,10–20%,0,0
25107,0.16130498,10–20%,0,0
10575,0.7762675,70–80%,1,1
28406,0.31776744,30–40%,1,0
10836,0.16568656,10–20%,0,0
8683,0.05760071,0–10%,0,0
20328,0.22968848,20–30%,0,0
21058,0.09642789,0–10%,0,0
2052,0.29918084,20–30%,0,0
226,0.14764144,10–20%,0,0
21439,0.28296033,20–30%,0,1
14599,0.10294936,10–20%,0,0
14969,0.15150952,10–20%,0,1
29631,0.15756434,10–20%,0,0
6810,0.2073831,20–30%,0,0
14051,0.08591307,0–10%,0,0
27356,0.18292978,10–20%,0,0
12487,0.11811164,10–20%,0,0
21721,0.124730125,10–20%,0,0
8808,0.5116506,50–60%,1,1
12402,0.081503905,0–10%,0,1
23871,0.29883364,20–30%,0,0
4186,0.11048704,10–20%,0,0
29309,0.45428613,40–50%,1,1
8164,0.12352806,10–20%,0,0
16582,0.13296716,10–20%,0,1
5913,0.05854805,0–10%,0,0
15972,0.4071866,40–50%,1,1
2746,0.6769929,60–70%,1,1
2270,0.12407411,10–20%,0,0
9044,0.055707544,0–10%,0,0
5287,0.062741846,0–10%,0,0
23069,0.3580656,30–40%,1,0
1225,0.21399753,20–30%,0,1
17664,0.08057207,0–10%,0,0
14835,0.11583544,10–20%,0,0
3048,0.08858789,0–10%,0,0
8667,0.18600824,10–20%,0,1
6012,0.16729966,10–20%,0,1
65,0.38336346,30–40%,1,1
19483,0.09914108,0–10%,0,0
2524,0.14910014,10–20%,0,0
11519,0.3060029,30–40%,1,1
19595,0.6243093,60–70%,1,1
21839,0.08681563,0–10%,0,0
3435,0.23328921,20–30%,0,0
25898,0.11865498,10–20%,0,0
5360,0.17843217,10–20%,0,0
9810,0.12376165,10–20%,0,0
25645,0.7955578,70–80%,1,1
29253,0.15965281,10–20%,0,0
25395,0.18239093,10–20%,0,0
8957,0.074653335,0–10%,0,0
14740,0.36997142,30–40%,1,0
19253,0.10498444,10–20%,0,0
8932,0.3548011,30–40%,1,1
21962,0.059966464,0–10%,0,0
6175,0.7730769,70–80%,1,0
24657,0.14883243,10–20%,0,0
11711,0.055236876,0–10%,0,0
13305,0.2912487,20–30%,0,1
20592,0.1670933,10–20%,0,0
3754,0.03587879,0–10%,0,0
7617,0.37269822,30–40%,1,1
23686,0.029031005,0–10%,0,0
13033,0.10125595,10–20%,0,0
4901,0.25882405,20–30%,0,0
2552,0.20400375,20–30%,0,1
9856,0.45525596,40–50%,1,1
19781,0.25884387,20–30%,0,0
24145,0.059453774,0–10%,0,0
25038,0.06954398,0–10%,0,0
6059,0.19363953,10–20%,0,0
12275,0.08314157,0–10%,0,0
24147,0.21045376,20–30%,0,1
3911,0.32010207,30–40%,1,0
27513,0.12283449,10–20%,0,0
19285,0.1323231,10–20%,0,1
20715,0.07677074,0–10%,0,0
23513,0.079864144,0–10%,0,0
16785,0.48911512,40–50%,1,1
24893,0.14233698,10–20%,0,0
7070,0.4003067,40–50%,1,1
29170,0.40017816,40–50%,1,1
7024,0.07210501,0–10%,0,0
14470,0.8291313,80–90%,1,1
11707,0.25411987,20–30%,0,0
16071,0.118016444,10–20%,0,0
26774,0.7134983,70–80%,1,0
15988,0.14550678,10–20%,0,1
612,0.14989403,10–20%,0,0
2538,0.10341242,10–20%,0,0
6261,0.09588671,0–10%,0,0
26503,0.14178137,10–20%,0,0
7298,0.10441065,10–20%,0,0
15613,0.07560185,0–10%,0,0
27625,0.12980424,10–20%,0,0
29085,0.3512459,30–40%,1,0
18918,0.78143674,70–80%,1,1
27023,0.18288282,10–20%,0,0
23509,0.4665801,40–50%,1,0
20717,0.14321679,10–20%,0,0
2213,0.049675878,0–10%,0,0
19713,0.19119145,10–20%,0,0
26221,0.21448557,20–30%,0,0
16856,0.7189024,70–80%,1,0
10875,0.13606478,10–20%,0,1
17401,0.19849472,10–20%,0,0
3657,0.09601866,0–10%,0,0
6287,0.07989034,0–10%,0,0
12198,0.081724994,0–10%,0,0
13189,0.09732913,0–10%,0,0
27343,0.10983736,10–20%,0,0
25872,0.069639154,0–10%,0,0
12254,0.16257404,10–20%,0,0
26394,0.68943566,60–70%,1,0
27943,0.20231351,20–30%,0,0
5706,0.035449784,0–10%,0,0
28253,0.1499628,10–20%,0,0
6653,0.12864605,10–20%,0,1
21552,0.16220316,10–20%,0,0
15717,0.07599019,0–10%,0,0
7353,0.11712316,10–20%,0,0
20705,0.120552495,10–20%,0,0
19026,0.11561384,10–20%,0,1
9358,0.05781395,0–10%,0,0
18883,0.3228542,30–40%,1,0
21150,0.1059617,10–20%,0,0
210,0.078953706,0–10%,0,0
2247,0.32490024,30–40%,1,1
23303,0.16019583,10–20%,0,0
2085,0.31023598,30–40%,1,0
19540,0.029856639,0–10%,0,0
16392,0.08766551,0–10%,0,0
22032,0.072849415,0–10%,0,0
10136,0.13373774,10–20%,0,0
11027,0.13051303,10–20%,0,0
12960,0.078861415,0–10%,0,0
1388,0.05284049,0–10%,0,0
28367,0.06400944,0–10%,0,0
24686,0.04699674,0–10%,0,0
804,0.08714981,0–10%,0,0
10592,0.18653917,10–20%,0,0
27133,0.11844449,10–20%,0,0
10754,0.081333764,0–10%,0,0
6737,0.29516497,20–30%,0,0
8178,0.7745942,70–80%,1,1
3250,0.07150991,0–10%,0,0
21041,0.15367167,10–20%,0,0
16580,0.11884332,10–20%,0,0
18017,0.13600421,10–20%,0,0
4831,0.08152144,0–10%,0,1
14532,0.07575711,0–10%,0,0
26466,0.076944984,0–10%,0,1
23107,0.06614719,0–10%,0,0
19936,0.38768175,30–40%,1,0
2655,0.39591575,30–40%,1,1
17948,0.16278169,10–20%,0,0
2081,0.09829844,0–10%,0,0
23251,0.15673704,10–20%,0,0
14188,0.13359316,10–20%,0,0
3551,0.06263751,0–10%,0,0
20393,0.048497807,0–10%,0,0
26377,0.027663844,0–10%,0,0
18389,0.05990972,0–10%,0,0
11630,0.04481909,0–10%,0,0
10972,0.16342196,10–20%,0,0
26487,0.17928684,10–20%,0,0
6314,0.087436035,0–10%,0,0
3059,0.0649179,0–10%,0,0
11286,0.18974446,10–20%,0,0
12915,0.08169376,0–10%,0,0
27598,0.2269548,20–30%,0,0
1483,0.11839931,10–20%,0,0
13877,0.1802815,10–20%,0,0
9596,0.3190261,30–40%,1,0
17168,0.129055,10–20%,0,0
9882,0.20094298,20–30%,0,0
2267,0.1769856,10–20%,0,0
7982,0.42277634,40–50%,1,0
18245,0.093128845,0–10%,0,0
7917,0.13766895,10–20%,0,0
5253,0.41040727,40–50%,1,0
4275,0.6177543,60–70%,1,1
15422,0.08663514,0–10%,0,0
23602,0.7082889,70–80%,1,1
3583,0.79249126,70–80%,1,1
26248,0.14862937,10–20%,0,0
27611,0.13037175,10–20%,0,0
3423,0.13403267,10–20%,0,1
18092,0.79009527,70–80%,1,1
11329,0.18444328,10–20%,0,0
788,0.1303903,10–20%,0,0
618,0.14852639,10–20%,0,0
27631,0.6442277,60–70%,1,1
26548,0.14920752,10–20%,0,0
27986,0.043158744,0–10%,0,0
3030,0.08491571,0–10%,0,0
17243,0.11054947,10–20%,0,0
3671,0.13681327,10–20%,0,0
27020,0.30501115,30–40%,1,1
10721,0.19864638,10–20%,0,0
505,0.23760773,20–30%,0,0
5716,0.04789582,0–10%,0,0
18579,0.4499574,40–50%,1,0
25490,0.34818852,30–40%,1,0
14193,0.17077222,10–20%,0,0
27993,0.23225103,20–30%,0,0
14138,0.1479367,10–20%,0,0
28187,0.2728923,20–30%,0,1
16380,0.2793247,20–30%,0,1
25567,0.02582793,0–10%,0,0
25244,0.16627268,10–20%,0,0
22904,0.26102144,20–30%,0,0
27120,0.08949827,0–10%,0,0
4527,0.4276049,40–50%,1,1
27498,0.63668984,60–70%,1,1
16143,0.053724285,0–10%,0,0
14007,0.16197044,10–20%,0,1
27097,0.102620244,10–20%,0,0
17472,0.1213602,10–20%,0,0
6271,0.89493704,80–90%,1,1
20182,0.05206553,0–10%,0,0
15930,0.06827616,0–10%,0,0
9186,0.2273817,20–30%,0,0
7131,0.06808456,0–10%,0,0
3589,0.7639071,70–80%,1,1
824,0.17538168,10–20%,0,1
9450,0.02746834,0–10%,0,0
507,0.10379223,10–20%,0,0
28184,0.10326231,10–20%,0,0
17522,0.09511925,0–10%,0,0
17707,0.1888408,10–20%,0,0
8022,0.1455732,10–20%,0,0
17184,0.03576725,0–10%,0,0
18084,0.3226147,30–40%,1,0
3584,0.067106195,0–10%,0,0
20075,0.03491405,0–10%,0,0
6442,0.1685891,10–20%,0,0
2766,0.053237475,0–10%,0,0
28204,0.19767971,10–20%,0,1
2366,0.065332875,0–10%,0,0
9110,0.7876013,70–80%,1,1
2644,0.4100109,40–50%,1,1
21574,0.106548615,10–20%,0,0
864,0.067293875,0–10%,0,0
2733,0.14032574,10–20%,0,0
19487,0.29822126,20–30%,0,0
28278,0.04908138,0–10%,0,0
14277,0.4510875,40–50%,1,0
13726,0.15212356,10–20%,0,0
13704,0.019598275,0–10%,0,0
524,0.056842964,0–10%,0,0
16018,0.037579693,0–10%,0,0
1956,0.9164583,90–100%,1,1
1107,0.22488962,20–30%,0,0
4356,0.074334085,0–10%,0,0
10322,0.4013945,40–50%,1,0
24177,0.087728925,0–10%,0,0
15387,0.12605706,10–20%,0,0
20380,0.15476438,10–20%,0,1
1354,0.17462844,10–20%,0,0
3626,0.13991012,10–20%,0,0
10772,0.33346602,30–40%,1,0
4351,0.24249911,20–30%,0,1
1565,0.21688038,20–30%,0,0
18459,0.20414451,20–30%,0,0
6711,0.16305451,10–20%,0,0
12167,0.043770134,0–10%,0,0
6563,0.13251828,10–20%,0,0
13350,0.06575218,0–10%,0,0
13649,0.07635754,0–10%,0,0
11523,0.10436185,10–20%,0,0
24755,0.10774218,10–20%,0,0
5459,0.020834245,0–10%,0,0
28064,0.13730495,10–20%,0,0
1095,0.11137433,10–20%,0,0
12973,0.11207419,10–20%,0,0
23817,0.10394208,10–20%,0,1
6694,0.22936404,20–30%,0,0
22552,0.11253582,10–20%,0,0
1825,0.06417255,0–10%,0,0
1566,0.057517987,0–10%,0,0
17240,0.37314865,30–40%,1,0
11877,0.05293239,0–10%,0,0
18095,0.10020128,10–20%,0,0
306,0.049228776,0–10%,0,0
22057,0.041749272,0–10%,0,0
12281,0.72737765,70–80%,1,1
12734,0.357528,30–40%,1,1
16406,0.09599298,0–10%,0,1
8283,0.19832003,10–20%,0,0
19799,0.19809814,10–20%,0,0
5594,0.323557,30–40%,1,0
8855,0.10678757,10–20%,0,1
26250,0.060042743,0–10%,0,0
23051,0.16054344,10–20%,0,0
24429,0.14226967,10–20%,0,1
8170,0.029059505,0–10%,0,0
19734,0.13524649,10–20%,0,0
4807,0.04676361,0–10%,0,0
29652,0.03219096,0–10%,0,0
25794,0.07192662,0–10%,0,0
10582,0.094199136,0–10%,0,0
18489,0.58265674,50–60%,1,1
7358,0.10438773,10–20%,0,0
19574,0.089911394,0–10%,0,0
21695,0.06868042,0–10%,0,0
7511,0.1229938,10–20%,0,0
8569,0.07015476,0–10%,0,0
28321,0.09618147,0–10%,0,1
6328,0.041067176,0–10%,0,0
11369,0.15728374,10–20%,0,0
21444,0.086193606,0–10%,0,0
3068,0.044058636,0–10%,0,0
2820,0.68262273,60–70%,1,0
5679,0.24653211,20–30%,0,0
2079,0.5987565,50–60%,1,0
19504,0.24186389,20–30%,0,0
20748,0.060757034,0–10%,0,0
23879,0.077164665,0–10%,0,0
27230,0.74140316,70–80%,1,1
23538,0.08949889,0–10%,0,0
21826,0.052635938,0–10%,0,0
655,0.062281527,0–10%,0,1
17598,0.25205964,20–30%,0,1
12082,0.157367,10–20%,0,0
20338,0.6699772,60–70%,1,0
22514,0.09055453,0–10%,0,0
26547,0.099071644,0–10%,0,0
25854,0.13078655,10–20%,0,0
9342,0.2009322,20–30%,0,0
23704,0.7686383,70–80%,1,1
14159,0.070480235,0–10%,0,1
29912,0.07963329,0–10%,0,0
11368,0.2523291,20–30%,0,1
22252,0.030334488,0–10%,0,0
14855,0.16493285,10–20%,0,0
2697,0.14458978,10–20%,0,0
24586,0.20384908,20–30%,0,0
8117,0.71531934,70–80%,1,1
25571,0.044611983,0–10%,0,0
17672,0.08235445,0–10%,0,0
8730,0.205056,20–30%,0,0
29580,0.083696514,0–10%,0,0
13861,0.08697949,0–10%,0,1
14725,0.13669704,10–20%,0,0
5592,0.80010545,80–90%,1,0
18509,0.23121569,20–30%,0,0
16882,0.077858776,0–10%,0,0
5449,0.08985514,0–10%,0,0
2034,0.23067619,20–30%,0,0
17379,0.32391232,30–40%,1,0
13664,0.24260435,20–30%,0,0
12038,0.053015,0–10%,0,0
14418,0.7834569,70–80%,1,0
14717,0.739719,70–80%,1,0
13953,0.030246312,0–10%,0,0
21588,0.14418836,10–20%,0,0
7032,0.12093772,10–20%,0,0
18866,0.076006934,0–10%,0,0
14054,0.26181588,20–30%,0,0
1602,0.07729187,0–10%,0,0
6872,0.06389604,0–10%,0,0
3930,0.14905898,10–20%,0,0
8171,0.3024336,30–40%,1,1
22826,0.09730109,0–10%,0,0
29060,0.06487815,0–10%,0,0
14862,0.13954009,10–20%,0,0
28969,0.18408991,10–20%,0,0
26872,0.10960634,10–20%,0,0
26595,0.21892509,20–30%,0,0
11169,0.043591503,0–10%,0,0
23395,0.14530346,10–20%,0,0
9857,0.72990596,70–80%,1,1
22738,0.09645872,0–10%,0,0
22319,0.07969571,0–10%,0,0
7659,0.7150227,70–80%,1,0
11162,0.13086677,10–20%,0,0
10185,0.066081524,0–10%,0,1
7566,0.23233579,20–30%,0,0
6498,0.12015273,10–20%,0,0
3124,0.12780772,10–20%,0,0
23643,0.06342671,0–10%,0,0
9112,0.16701722,10–20%,0,0
28236,0.02847338,0–10%,0,0
3031,0.29867035,20–30%,0,0
2777,0.06611635,0–10%,0,0
29123,0.17025685,10–20%,0,0
13492,0.17847052,10–20%,0,0
4259,0.3511796,30–40%,1,1
4895,0.17817248,10–20%,0,0
23707,0.11079414,10–20%,0,0
825,0.2157057,20–30%,0,0
6959,0.09085578,0–10%,0,0
188,0.15855268,10–20%,0,0
9142,0.5756263,50–60%,1,1
3136,0.15817061,10–20%,0,0
5064,0.50864595,50–60%,1,1
26667,0.14743121,10–20%,0,0
4889,0.11755356,10–20%,0,0
4863,0.120872475,10–20%,0,1
18671,0.20214051,20–30%,0,0
17753,0.039462786,0–10%,0,0
16254,0.23052907,20–30%,0,1
22549,0.25394273,20–30%,0,0
25930,0.0988846,0–10%,0,0
23973,0.14251484,10–20%,0,0
26057,0.6678056,60–70%,1,1
6894,0.81504846,80–90%,1,1
28760,0.18554556,10–20%,0,0
24368,0.3149356,30–40%,1,0
15955,0.07001673,0–10%,0,0
13434,0.15381673,10–20%,0,0
17975,0.1189698,10–20%,0,0
7973,0.43700662,40–50%,1,0
3258,0.027387219,0–10%,0,0
4193,0.6451048,60–70%,1,0
16445,0.0933761,0–10%,0,0
20720,0.07167852,0–10%,0,0
25531,0.23368616,20–30%,0,0
16846,0.102424294,10–20%,0,0
21392,0.61717874,60–70%,1,1
3672,0.14988498,10–20%,0,1
780,0.26920995,20–30%,0,0
2473,0.13981952,10–20%,0,0
5408,0.099240825,0–10%,0,0
14466,0.038427826,0–10%,0,0
4623,0.16709411,10–20%,0,0
15454,0.75329345,70–80%,1,1
17093,0.18738669,10–20%,0,0
2966,0.13664299,10–20%,0,0
7257,0.14414611,10–20%,0,1
17142,0.34491077,30–40%,1,1
12321,0.14321026,10–20%,0,0
5954,0.062336944,0–10%,0,0
21051,0.11416677,10–20%,0,0
28519,0.11708505,10–20%,0,0
7891,0.051920585,0–10%,0,0
435,0.58447886,50–60%,1,1
8489,0.18824217,10–20%,0,0
7122,0.6468556,60–70%,1,1
18300,0.14923714,10–20%,0,0
28038,0.09429396,0–10%,0,1
13530,0.2916104,20–30%,0,0
17619,0.6711271,60–70%,1,1
13749,0.13172899,10–20%,0,0
15303,0.094221644,0–10%,0,1
15557,0.07646646,0–10%,0,0
13423,0.20926656,20–30%,0,1
21243,0.0990222,0–10%,0,0
25094,0.08527784,0–10%,0,0
22656,0.64446247,60–70%,1,1
25851,0.5549481,50–60%,1,1
24733,0.16329275,10–20%,0,0
18511,0.14646353,10–20%,0,1
24620,0.24414042,20–30%,0,0
17004,0.77461034,70–80%,1,0
24940,0.21774118,20–30%,0,0
29260,0.23745231,20–30%,0,0
10830,0.7347488,70–80%,1,1
20464,0.798306,70–80%,1,1
13250,0.19736816,10–20%,0,0
20631,0.058263306,0–10%,0,0
3331,0.19717915,10–20%,0,0
10887,0.14387698,10–20%,0,0
26567,0.28290242,20–30%,0,0
19743,0.11479671,10–20%,0,0
29318,0.15617098,10–20%,0,0
6046,0.021575501,0–10%,0,0
12318,0.7791059,70–80%,1,1
11401,0.052369,0–10%,0,0
12296,0.06251247,0–10%,0,1
3303,0.036862742,0–10%,0,0
28937,0.2054971,20–30%,0,0
7023,0.11516944,10–20%,0,0
5477,0.12306011,10–20%,0,0
18678,0.11773567,10–20%,0,0
20575,0.021033164,0–10%,0,0
23164,0.17152894,10–20%,0,1
2936,0.11357412,10–20%,0,0
27915,0.49591637,40–50%,1,1
20024,0.16199258,10–20%,0,0
18041,0.3590991,30–40%,1,0
28668,0.16107666,10–20%,0,0
15304,0.11428776,10–20%,0,0
7004,0.14185432,10–20%,0,0
18773,0.7191427,70–80%,1,1
5921,0.16951483,10–20%,0,0
24988,0.5967892,50–60%,1,1
8441,0.1773333,10–20%,0,0
27277,0.5269514,50–60%,1,0
26472,0.10333203,10–20%,0,1
1091,0.08101856,0–10%,0,0
25705,0.024163663,0–10%,0,0
487,0.07892367,0–10%,0,0
14415,0.081052504,0–10%,0,0
26344,0.13113703,10–20%,0,0
6037,0.089969136,0–10%,0,0
4996,0.040248033,0–10%,0,0
19224,0.07056488,0–10%,0,0
20390,0.099714816,0–10%,0,0
21935,0.07697586,0–10%,0,0
4762,0.6253364,60–70%,1,1
4862,0.77881557,70–80%,1,1
4240,0.11292818,10–20%,0,0
8226,0.3611718,30–40%,1,0
23243,0.07245465,0–10%,0,0
11100,0.11219552,10–20%,0,0
1425,0.16216408,10–20%,0,0
27627,0.5569377,50–60%,1,1
16131,0.22856787,20–30%,0,0
15167,0.14989941,10–20%,0,0
15402,0.043835223,0–10%,0,0
5764,0.042990625,0–10%,0,0
25513,0.11297252,10–20%,0,0
23259,0.17723477,10–20%,0,0
2908,0.33776057,30–40%,1,1
10530,0.20572077,20–30%,0,0
29080,0.13462056,10–20%,0,1
9853,0.14552343,10–20%,0,0
6013,0.13680635,10–20%,0,0
21,0.2574524,20–30%,0,1
13872,0.5861924,50–60%,1,0
20426,0.18299931,10–20%,0,0
4590,0.33198616,30–40%,1,1
8033,0.051175363,0–10%,0,0
11955,0.13964538,10–20%,0,0
13823,0.15526876,10–20%,0,0
25060,0.09921325,0–10%,0,0
1534,0.14477682,10–20%,0,0
28780,0.06068224,0–10%,0,0
10834,0.07960553,0–10%,0,0
2508,0.13402657,10–20%,0,0
13724,0.122193985,10–20%,0,0
7265,0.29986545,20–30%,0,1
29159,0.037487675,0–10%,0,0
19971,0.13659355,10–20%,0,0
6244,0.10344996,10–20%,0,0
27760,0.11932268,10–20%,0,0
10389,0.76283497,70–80%,1,1
19286,0.08228151,0–10%,0,0
29276,0.13095942,10–20%,0,0
16055,0.08233384,0–10%,0,0
22290,0.78707254,70–80%,1,1
16954,0.28567976,20–30%,0,0
29437,0.22862859,20–30%,0,0
12024,0.6988225,60–70%,1,1
6761,0.23063566,20–30%,0,0
10323,0.46776408,40–50%,1,0
28565,0.14676915,10–20%,0,0
8477,0.05392193,0–10%,0,0
28816,0.07016443,0–10%,0,0
3069,0.34597558,30–40%,1,0
7161,0.13201274,10–20%,0,1
29454,0.15978438,10–20%,0,1
7401,0.19034055,10–20%,0,0
15224,0.12674269,10–20%,0,0
5643,0.1498723,10–20%,0,0
164,0.14883626,10–20%,0,0
17893,0.07670683,0–10%,0,0
15787,0.16183953,10–20%,0,0
13869,0.14848816,10–20%,0,0
10057,0.1761531,10–20%,0,0
10610,0.20103587,20–30%,0,0
11759,0.10356824,10–20%,0,0
18030,0.14262901,10–20%,0,0
4892,0.15235451,10–20%,0,0
5292,0.16843772,10–20%,0,0
9037,0.3290184,30–40%,1,0
28867,0.064086534,0–10%,0,0
4103,0.10175568,10–20%,0,0
18255,0.0693242,0–10%,0,0
7169,0.29704922,20–30%,0,1
4957,0.16625133,10–20%,0,1
109,0.3598888,30–40%,1,0
2945,0.11762723,10–20%,0,0
21345,0.11401278,10–20%,0,0
29918,0.08144818,0–10%,0,0
16342,0.0753458,0–10%,0,0
24587,0.0478425,0–10%,0,0
23434,0.13925049,10–20%,0,0
5001,0.039695095,0–10%,0,1
24133,0.09391774,0–10%,0,0
2240,0.07716933,0–10%,0,0
16664,0.16790175,10–20%,0,0
25360,0.11835534,10–20%,0,0
28643,0.1371634,10–20%,0,0
14433,0.12960073,10–20%,0,0
6211,0.14948986,10–20%,0,0
18839,0.16812593,10–20%,0,0
3594,0.118807934,10–20%,0,1
21894,0.19900255,10–20%,0,0
10255,0.16053538,10–20%,0,0
6990,0.62432593,60–70%,1,0
28112,0.03609453,0–10%,0,0
6119,0.7734659,70–80%,1,1
21672,0.64673686,60–70%,1,1
13203,0.058974802,0–10%,0,0
7654,0.1606243,10–20%,0,0
23736,0.26258188,20–30%,0,1
17878,0.24240172,20–30%,0,0
27428,0.18326065,10–20%,0,1
23695,0.13447563,10–20%,0,0
10795,0.06351029,0–10%,0,0
6382,0.39438486,30–40%,1,0
3350,0.6490462,60–70%,1,1
92,0.078681864,0–10%,0,0
5349,0.5081972,50–60%,1,1
26517,0.20766038,20–30%,0,1
8218,0.1705881,10–20%,0,0
27232,0.16928048,10–20%,0,0
24717,0.36385113,30–40%,1,0
22008,0.07943217,0–10%,0,0
3965,0.05311435,0–10%,0,0
26911,0.08133113,0–10%,0,0
22627,0.27288103,20–30%,0,1
2856,0.25772634,20–30%,0,0
22779,0.0949056,0–10%,0,0
29173,0.14163242,10–20%,0,0
6867,0.11733422,10–20%,0,0
7326,0.10460282,10–20%,0,0
28528,0.12721807,10–20%,0,0
26220,0.22944424,20–30%,0,0
23431,0.28743923,20–30%,0,1
27269,0.124553494,10–20%,0,0
5987,0.34579414,30–40%,1,1
6177,0.15867272,10–20%,0,1
18086,0.14633043,10–20%,0,1
4932,0.1504764,10–20%,0,0
28903,0.05124801,0–10%,0,0
20178,0.12362601,10–20%,0,0
205,0.17730576,10–20%,0,0
4705,0.13830405,10–20%,0,0
20382,0.13280578,10–20%,0,0
23236,0.39625907,30–40%,1,0
9766,0.19341575,10–20%,0,0
24594,0.44079596,40–50%,1,1
8020,0.16251424,10–20%,0,1
279,0.049971912,0–10%,0,0
3131,0.10061643,10–20%,0,0
25992,0.16656682,10–20%,0,0
14944,0.13166472,10–20%,0,0
10023,0.8569582,80–90%,1,0
28501,0.4429323,40–50%,1,0
21706,0.11337344,10–20%,0,0
8962,0.0662972,0–10%,0,0
19250,0.047422513,0–10%,0,1
11397,0.1644026,10–20%,0,1
8726,0.1637653,10–20%,0,0
1443,0.09832057,0–10%,0,0
6076,0.6131488,60–70%,1,1
27650,0.77152836,70–80%,1,0
28408,0.04585871,0–10%,0,0
8986,0.10766534,10–20%,0,0
15159,0.6068421,60–70%,1,0
8480,0.1864931,10–20%,0,0
5284,0.64845103,60–70%,1,1
12008,0.16513892,10–20%,0,0
12359,0.19641557,10–20%,0,0
27554,0.59296227,50–60%,1,1
6427,0.10423385,10–20%,0,0
10918,0.04263561,0–10%,0,0
11562,0.13148378,10–20%,0,0
5813,0.28997412,20–30%,0,0
25734,0.07444026,0–10%,0,0
18824,0.09575941,0–10%,0,0
18263,0.13495399,10–20%,0,1
